BASENAME,YEARS,TreeCity,RegionName,RegionType,Metro,CountyName,X2020.01.31,PLACE,STATE,POPULATION,GEOID
Ash Grove,14,1,Ash Grove,City,Springfield,Greene County,154473,02188,29,1634,2902188
Augusta,11,1,Augusta,City,St. Louis,Saint Charles County,321621,02512,29,266,2902512
Ballwin,29,1,Ballwin,City,St. Louis,Saint Louis County,304405,03160,29,30332,2903160
Bellerive Acres,2,1,NA,NA,NA,NA,NA,04248,29,170,2904248
Bel-Nor,3,1,Bel-Nor,City,St. Louis,Saint Louis County,152606,04348,29,1389,2904348
Bel-Ridge,3,1,Bel-Ridge,City,St. Louis,Saint Louis County,37078,04366,29,2718,2904366
Belton,9,1,Belton,City,Kansas City,Cass County,163702,04384,29,23348,2904384
Blue Springs,30,1,Blue Springs,City,Kansas City,Jackson County,202836,06652,29,54370,2906652
Branson,25,1,Branson,City,Branson,Taney County,178020,07966,29,11345,2907966
Brentwood,32,1,Brentwood,City,St. Louis,Saint Louis County,255885,08236,29,8023,2908236
Brookfield,6,1,Brookfield,City,,Linn County,66337,08650,29,4481,2908650
Brunswick,20,1,Brunswick,City,,Chariton County,137076,09046,29,854,2909046
Cameron,1,1,Cameron,City,Kansas City,Clinton County,144590,10828,29,9665,2910828
Cape Girardeau,22,1,Cape Girardeau,City,Cape Girardeau,Cape Girardeau County,142928,11242,29,39323,2911242
Carthage,21,1,Carthage,City,Joplin,Jasper County,106426,11656,29,14690,2911656
Centralia,30,1,Centralia,City,Columbia,Boone County,153855,12898,29,4207,2912898
Chesterfield,23,1,Chesterfield,City,St. Louis,Saint Louis County,409138,13600,29,47663,2913600
Clayton,28,1,Clayton,City,St. Louis,Saint Louis County,875221,14572,29,16448,2914572
Columbia,23,1,Columbia,City,Columbia,Boone County,195481,15670,29,120248,2915670
Crestwood,25,1,Crestwood,City,St. Louis,Saint Louis County,238216,17218,29,11881,2917218
Creve Coeur,23,1,Creve Coeur,City,St. Louis,Saint Louis County,506238,17272,29,18445,2917272
Cuba,7,1,Cuba,City,,Crawford County,149556,17668,29,3340,2917668
Dardenne Prairie,12,1,Dardenne Prairie,City,St. Louis,Saint Charles County,337143,18253,29,13139,2918253
Des Peres,37,1,Des Peres,City,St. Louis,Saint Louis County,464978,19270,29,8567,2919270
Dexter,27,1,Dexter,City,,Stoddard County,105357,19396,29,7885,2919396
Ellisville,39,1,Ellisville,City,St. Louis,Saint Louis County,294853,21898,29,9581,2921898
Elsberry,5,1,Elsberry,City,St. Louis,Lincoln County,116900,22114,29,1958,2922114
Eureka,14,1,Eureka,City,St. Louis,Saint Louis County,277022,22834,29,10575,2922834
Exeter,24,1,Exeter,City,,Barry County,90711,23122,29,821,2923122
Farmington,3,1,Farmington,City,Farmington,Saint Francois County,139212,23752,29,18269,2923752
Fayette,20,1,Fayette,City,,Howard County,126007,23842,29,2694,2923842
Ferguson,31,1,Ferguson,City,St. Louis,Saint Louis County,70572,23986,29,20931,2923986
Florissant,31,1,Florissant,City,St. Louis,Saint Louis County,114730,24778,29,51744,2924778
Gladstone,18,1,Gladstone,City,Kansas City,Clay County,175005,27190,29,26995,2927190
Glen Echo Park,3,1,Glen Echo Park,City,St. Louis,Saint Louis County,122123,27370,29,134,2927370
Glendale,7,1,Glendale,City,St. Louis,Saint Louis County,399752,27334,29,5888,2927334
Grandview,25,1,Grandview,City,Kansas City,Jackson County,137256,28324,29,25174,2928324
Grantwood Village,4,1,Grantwood Village,City,St. Louis,Saint Louis County,372700,28630,29,1038,2928630
Greendale,15,1,Greendale,City,St. Louis,Saint Louis County,90605,29152,29,822,2929152
Hannibal,21,1,Hannibal,City,Hannibal,Marion County,107222,30214,29,17575,2930214
Herculaneum,13,1,Herculaneum,City,St. Louis,Jefferson County,171328,31708,29,3935,2931708
Hermann,14,1,Hermann,City,,Gasconade County,121878,31762,29,2422,2931762
Independence,20,1,Independence,City,Kansas City,Jackson County,131494,35000,29,117207,2935000
Jackson,25,1,Jackson,City,Cape Girardeau,Cape Girardeau County,186290,35648,29,14826,2935648
Jefferson City,22,1,Jefferson City,City,Jefferson City,Cole County,154762,37000,29,43013,2937000
Joplin,12,1,Joplin,City,Joplin,Jasper County,111828,37592,29,50073,2937592
Kansas City,32,1,Kansas City,City,Kansas City,Jackson County,159781,38000,29,481417,2938000
Kearney,7,1,Kearney,City,Kansas City,Clay County,260231,38072,29,9778,2938072
Kirksville,22,1,Kirksville,City,Kirksville,Adair County,108161,39026,29,17483,2939026
Kirkwood,30,1,Kirkwood,City,St. Louis,Saint Louis County,349554,39044,29,27693,2939044
Ladue,1,1,Ladue,City,St. Louis,Saint Louis County,914113,39656,29,8586,2939656
Lake Saint Louis,19,1,Lake Saint Louis,City,St. Louis,Saint Charles County,304819,NA,NA,NA,NA
Laurie,4,1,NA,NA,NA,NA,NA,40916,29,1024,2940916
Lebanon,2,1,Lebanon,City,Lebanon,Laclede County,104334,41168,29,14637,2941168
Liberty,16,1,Liberty,City,Kansas City,Clay County,216441,42032,29,30928,2942032
Manchester,2,1,Manchester,City,St. Louis,Saint Louis County,265200,45668,29,18189,2945668
Maplewood,21,1,Maplewood,City,St. Louis,Saint Louis County,192443,45830,29,8008,2945830
Marshfield,16,1,Marshfield,City,Springfield,Webster County,150328,46388,29,7226,2946388
Maryland Heights,19,1,Maryland Heights,City,St. Louis,Saint Louis County,183132,46586,29,27128,2946586
Maryville,22,1,Maryville,City,Maryville,Nodaway County,152458,46640,29,11771,2946640
Memphis,27,1,NA,NA,NA,NA,NA,47270,29,1803,2947270
Mexico,41,1,Mexico,City,Mexico,Audrain County,90450,47648,29,11544,2947648
Moberly,1,1,Moberly,City,Moberly,Randolph County,69845,49034,29,13762,2949034
Mountain View,21,1,Mountain View,City,West Plains,Howell County,116560,50438,29,2658,2950438
North Kansas City,23,1,North Kansas City,City,Kansas City,Clay County,151562,53102,29,4414,2953102
Northwoods,1,1,Northwoods,City,St. Louis,Saint Louis County,45913,53408,29,4148,2953408
O Fallon,17,1,O Fallon,City,St. Louis,Saint Charles County,258820,NA,NA,NA,NA
Ozark,13,1,Ozark,City,Springfield,Christian County,195468,55766,29,19418,2955766
Pagedale,4,1,Pagedale,City,St. Louis,Saint Louis County,30175,55964,29,3291,2955964
Paris,3,1,Paris,City,,Monroe County,104010,56144,29,1445,2956144
Parkville,30,1,Parkville,City,Kansas City,Platte County,438579,56288,29,6524,2956288
Pasadena Hills,4,1,Pasadena Hills,City,St. Louis,Saint Louis County,199141,56396,29,994,2956396
Peculiar,6,1,Peculiar,City,Kansas City,Cass County,236657,56756,29,5006,2956756
Pine Lawn,3,1,Pine Lawn,City,St. Louis,Saint Louis County,26483,57800,29,3513,2957800
Pineville,3,1,Pineville,City,Fayetteville-Springdale-Rogers,McDonald County,132464,57818,29,811,2957818
Pleasant Hill,3,1,Pleasant Hill,City,Kansas City,Cass County,205179,58394,29,8418,2958394
Raymore,7,1,Raymore,City,Kansas City,Cass County,237656,60752,29,20743,2960752
Raytown,17,1,Raytown,City,Kansas City,Jackson County,131811,60788,29,29216,2960788
Richmond Heights,24,1,Richmond Heights,City,St. Louis,Saint Louis County,285811,61706,29,8457,2961706
Rock Hill,34,1,Rock Hill,City,St. Louis,Saint Louis County,222538,62660,29,4637,2962660
Rogersville,1,1,Rogersville,City,Springfield,Greene County,210241,62894,29,3644,2962894
Rolla,1,1,Rolla,City,Rolla,Phelps County,148820,62912,29,20117,2962912
Saint Charles,14,1,Saint Charles,City,St. Louis,Saint Charles County,220468,NA,NA,NA,NA
Savannah,23,1,Savannah,City,St. Joseph,Andrew County,155780,66044,29,5124,2966044
Sedalia,11,1,Sedalia,City,Sedalia,Pettis County,101015,66440,29,21642,2966440
Shrewsbury,1,1,Shrewsbury,City,St. Louis,Saint Louis County,203560,67700,29,6166,2967700
Springfield,35,1,Springfield,City,Springfield,Greene County,148248,70000,29,166633,2970000
Saint Joseph,27,1,Saint Joseph,City,St. Joseph,Buchanan County,105422,NA,NA,NA,NA
Saint Louis,38,1,Saint Louis,City,St. Louis,Saint Louis City,124127,NA,NA,NA,NA
Saint Peters,22,1,Saint Peters,City,St. Louis,Saint Charles County,216651,NA,NA,NA,NA
Saint James,5,1,Saint James,City,Rolla,Phelps County,143679,NA,NA,NA,NA
Sturgeon,24,1,Sturgeon,City,Columbia,Boone County,161039,71224,29,820,2971224
Sunset Hills,13,1,Sunset Hills,City,St. Louis,Saint Louis County,402969,71746,29,8488,2971746
Town & Country,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Troy,5,1,Troy,City,St. Louis,Lincoln County,193656,73942,29,11771,2973942
Twin Oaks,14,1,Twin Oaks,City,St. Louis,Saint Louis County,236457,74284,29,342,2974284
Union,7,1,Union,City,St. Louis,Franklin County,167909,74626,29,11274,2974626
University City,38,1,University City,City,St. Louis,Saint Louis County,198975,75220,29,34653,2975220
Village of Hanley Hills,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Village of Velda Village Hills,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vinita Park,4,1,Vinita Park,City,St. Louis,Saint Louis County,61601,76246,29,1931,2976246
Warrensburg,10,1,Warrensburg,City,Warrensburg,Johnson County,173571,77092,29,20025,2977092
Warrenton,10,1,Warrenton,City,St. Louis,Warren County,169707,77128,29,8129,2977128
Warson Woods,31,1,Warson Woods,City,St. Louis,Saint Louis County,460420,77182,29,1915,2977182
Washington,15,1,Washington,City,St. Louis,Franklin County,201170,77416,29,13987,2977416
Webster Groves,37,1,Webster Groves,City,St. Louis,Saint Louis County,317430,78154,29,23029,2978154
Wentzville,10,1,Wentzville,City,St. Louis,Saint Charles County,262901,78442,29,37485,2978442
West Plains,9,1,West Plains,City,West Plains,Howell County,129423,78928,29,12222,2978928
Wildwood,10,1,Wildwood,City,St. Louis,Saint Louis County,398699,79820,29,35517,2979820
Willard,22,1,Willard,City,Springfield,Greene County,164819,79882,29,5453,2979882
Lees Summit,NA,0,Lees Summit,City,Kansas City,Jackson County,262487,NA,NA,NA,NA
Fenton,NA,0,Fenton,City,St. Louis,Saint Louis County,240822,23950,29,4034,2923950
Arnold,NA,0,Arnold,City,St. Louis,Jefferson County,177056,01972,29,21107,2901972
Oakville,NA,0,Oakville,City,St. Louis,Saint Louis County,250511,53876,29,36827,2953876
Poplar Bluff,NA,0,Poplar Bluff,City,Poplar Bluff,Butler County,117067,59096,29,17107,2959096
Nixa,NA,0,Nixa,City,Springfield,Christian County,197477,52616,29,21113,2952616
Mehlville,NA,0,Mehlville,City,St. Louis,Saint Louis County,178897,47180,29,28376,2947180
Festus,NA,0,Festus,City,St. Louis,Jefferson County,178885,24094,29,11970,2924094
Neosho,NA,0,Neosho,City,Joplin,Newton County,120669,51572,29,12009,2951572
Imperial,NA,0,Imperial,City,St. Louis,Jefferson County,210968,34354,29,4279,2934354
De Soto,NA,0,De Soto,City,St. Louis,Jefferson County,150554,19252,29,6390,2919252
Fulton,NA,0,Fulton,City,Jefferson City,Callaway County,143352,26182,29,12799,2926182
Affton,NA,0,Affton,City,St. Louis,Saint Louis County,165923,00280,29,20187,2900280
Hazelwood,NA,0,Hazelwood,City,St. Louis,Saint Louis County,114657,31276,29,25399,2931276
Bolivar,NA,0,Bolivar,City,Springfield,Polk County,134238,06976,29,10760,2906976
Republic,NA,0,Republic,City,Springfield,Greene County,159292,61238,29,16044,2961238
Spanish Lake,NA,0,Spanish Lake,City,St. Louis,Saint Louis County,98515,69266,29,18048,2969266
Overland,NA,0,Overland,City,St. Louis,Saint Louis County,98553,55550,29,15787,2955550
Perryville,NA,0,Perryville,City,,Perry County,149027,57116,29,8403,2957116
Concord,NA,0,Concord,City,St. Louis,Saint Louis County,235422,16030,29,17652,2916030
Lemay,NA,0,Lemay,City,St. Louis,Saint Louis County,120435,41438,29,16814,2941438
Jennings,NA,0,Jennings,City,St. Louis,Saint Louis County,32209,37178,29,14794,2937178
High Ridge,NA,0,High Ridge,City,St. Louis,Jefferson County,182315,32140,29,4151,2932140
Fort Leonard Wood,NA,0,Fort Leonard Wood,City,Fort Leonard Wood,Pulaski County,117393,25264,29,15882,2925264
Marshall,NA,0,Marshall,City,Marshall,Saline County,113838,46316,29,13001,2946316
Hillsboro,NA,0,Hillsboro,City,St. Louis,Jefferson County,201658,32248,29,3105,2932248
Bonne Terre,NA,0,Bonne Terre,City,Farmington,Saint Francois County,127331,07102,29,7110,2907102
Harrisonville,NA,0,Harrisonville,City,Kansas City,Cass County,181982,30610,29,10023,2930610
Sikeston,NA,0,Sikeston,City,Sikeston,Scott County,112608,67790,29,16366,2967790
Town and Country,NA,0,Town and Country,City,St. Louis,Saint Louis County,793834,73618,29,11066,2973618
Sullivan,NA,0,Sullivan,City,,Washington County,132806,71440,29,6496,2971440
Nevada,NA,0,Nevada,City,,Vernon County,96567,51644,29,8252,2951644
Camdenton,NA,0,Camdenton,City,,Camden County,199471,10810,29,3977,2910810
Sainte Genevieve,NA,0,Sainte Genevieve,City,,Sainte Genevieve County,109784,NA,NA,NA,NA
Kennett,NA,0,Kennett,City,Kennett,Dunklin County,88191,38306,29,10225,2938306
Oak Grove,NA,0,Oak Grove,City,Kansas City,Jackson County,189912,53624,29,8008,2953624
Bridgeton,NA,0,Bridgeton,City,St. Louis,Saint Louis County,190221,08398,29,11690,2908398
Saint Ann,NA,0,Saint Ann,City,St. Louis,Saint Louis County,96142,NA,NA,NA,NA
Aurora,NA,0,Aurora,City,,Lawrence County,100110,02548,29,7435,2902548
Bellefontaine Neighbors,NA,0,Bellefontaine Neighbors,City,St. Louis,Saint Louis County,60978,04222,29,10613,2904222
Fredericktown,NA,0,Fredericktown,City,,Madison County,97855,25768,29,3990,2925768
Barnhart,NA,0,Barnhart,City,St. Louis,Jefferson County,184171,03394,29,6318,2903394
House Springs,NA,0,House Springs,City,St. Louis,Jefferson County,172465,NA,NA,NA,NA
Waynesville,NA,0,Waynesville,City,Fort Leonard Wood,Pulaski County,178721,77992,29,5262,2977992
Chillicothe,NA,0,Chillicothe,City,,Livingston County,115873,13690,29,9136,2913690
Saint Robert,NA,0,Saint Robert,City,Fort Leonard Wood,Pulaski County,168644,NA,NA,NA,NA
Salem,NA,0,Salem,City,,Dent County,106421,65234,29,4939,2965234
Saint Clair,NA,0,Saint Clair,City,St. Louis,Franklin County,135894,NA,NA,NA,NA
Smithville,NA,0,Smithville,City,Kansas City,Clay County,251366,68420,29,9541,2968420
Grain Valley,NA,0,Grain Valley,City,Kansas City,Jackson County,220745,28090,29,13715,2928090
Doniphan,NA,0,Doniphan,City,,Ripley County,101130,19792,29,2236,2919792
Hollister,NA,0,Hollister,City,Branson,Taney County,163117,32662,29,4504,2932662
Warsaw,NA,0,Warsaw,City,,Benton County,106770,77146,29,2469,2977146
Buffalo,NA,0,Buffalo,City,Springfield,Dallas County,111640,09514,29,3032,2909514
Park Hills,NA,0,Park Hills,City,Farmington,Saint Francois County,71679,56272,29,8568,2956272
Mountain Grove,NA,0,Mountain Grove,City,,Wright County,108735,50402,29,4608,2950402
Richmond,NA,0,Richmond,City,Kansas City,Ray County,112117,61670,29,5606,2961670
Pevely,NA,0,Pevely,City,St. Louis,Jefferson County,169163,57278,29,5784,2957278
Potosi,NA,0,Potosi,City,,Washington County,91922,59330,29,2617,2959330
Weldon Spring,NA,0,Weldon Spring,City,St. Louis,Saint Charles County,464812,78314,29,5545,2978314
Ava,NA,0,Ava,City,,Douglas County,108973,02674,29,2916,2902674
Seymour,NA,0,Seymour,City,Springfield,Webster County,136368,66800,29,2128,2966800
Berkeley,NA,0,Berkeley,City,St. Louis,Saint Louis County,45203,04906,29,8991,2904906
California,NA,0,California,City,Jefferson City,Moniteau County,143426,10468,29,4375,2910468
Valley Park,NA,0,Valley Park,City,St. Louis,Saint Louis County,207859,75472,29,6832,2975472
Holts Summit,NA,0,Holts Summit,City,Jefferson City,Callaway County,173557,32770,29,3720,2932770
Excelsior Springs,NA,0,Excelsior Springs,City,Kansas City,Clay County,138276,23086,29,11575,2923086
Macon,NA,0,Macon,City,,Macon County,111818,45326,29,5379,2945326
Cottleville,NA,0,Cottleville,City,St. Louis,Saint Charles County,328980,16678,29,4882,2916678
Versailles,NA,0,Versailles,City,,Morgan County,152739,75922,29,2760,2975922
Dixon,NA,0,Dixon,City,Fort Leonard Wood,Pulaski County,133335,19630,29,1256,2919630
Scott City,NA,0,Scott City,City,Sikeston,Scott County,114881,66368,29,4503,2966368
Licking,NA,0,Licking,City,,Texas County,123423,42464,29,2844,2942464
Knob Noster,NA,0,Knob Noster,City,Warrensburg,Johnson County,165607,39188,29,2770,2939188
Moscow Mills,NA,0,Moscow Mills,City,St. Louis,Lincoln County,205751,50204,29,2829,2950204
Strafford,NA,0,Strafford,City,Springfield,Greene County,188579,71062,29,2035,2971062
Caruthersville,NA,0,Caruthersville,City,,Pemiscot County,77479,11692,29,5760,2911692
Monett,NA,0,Monett,City,,Barry County,101757,49196,29,8917,2949196
Richland,NA,0,Richland,City,Fort Leonard Wood,Pulaski County,126948,61562,29,1895,2961562
Clinton,NA,0,Clinton,City,,Henry County,79804,14986,29,9107,2914986
Osage Beach,NA,0,Osage Beach,City,,Camden County,245222,55244,29,4909,2955244
Greenwood,NA,0,Greenwood,City,Kansas City,Jackson County,228818,29494,29,6092,2929494
Stockton,NA,0,Stockton,City,,Cedar County,136526,70828,29,1818,2970828
Palmyra,NA,0,Palmyra,City,Hannibal,Marion County,148648,56036,29,3607,2956036
Villa Ridge,NA,0,Villa Ridge,City,St. Louis,Franklin County,198095,76192,29,2497,2976192
Malden,NA,0,Malden,City,Kennett,Dunklin County,64696,45614,29,4244,2945614
Black Jack,NA,0,Black Jack,City,St. Louis,Saint Louis County,146284,06004,29,6943,2906004
Piedmont,NA,0,Piedmont,City,,Wayne County,83239,57422,29,2621,2957422
Saint John,NA,0,Saint John,City,St. Louis,Saint Louis County,80862,NA,NA,NA,NA
Seneca,NA,0,Seneca,City,Joplin,Newton County,112456,66674,29,2570,2966674
Marthasville,NA,0,Marthasville,City,St. Louis,Warren County,190646,46424,29,1328,2946424
Owensville,NA,0,Owensville,City,,Gasconade County,138730,55640,29,2580,2955640
Olivette,NA,0,Olivette,City,St. Louis,Saint Louis County,400691,54650,29,7837,2954650
Sappington,NA,0,Sappington,City,St. Louis,Saint Louis County,265084,65954,29,7577,2965954
Willow Springs,NA,0,Willow Springs,City,West Plains,Howell County,111539,80098,29,2179,2980098
Higginsville,NA,0,Higginsville,City,Kansas City,Lafayette County,128324,31960,29,4628,2931960
Cabool,NA,0,Cabool,City,,Texas County,115248,10288,29,2337,2910288
Forsyth,NA,0,Forsyth,City,Branson,Taney County,133900,25192,29,2536,2925192
Steelville,NA,0,Steelville,City,,Crawford County,117814,70576,29,1888,2970576
Boonville,NA,0,Boonville,City,,Cooper County,113338,07318,29,8410,2907318
Normandy,NA,0,Normandy,City,St. Louis,Saint Louis County,51232,52796,29,4931,2952796
Dittmer,NA,0,Dittmer,City,St. Louis,Jefferson County,176175,NA,NA,NA,NA
Gravois Mills,NA,0,Gravois Mills,City,,Morgan County,201560,28828,29,172,2928828
Winfield,NA,0,Winfield,City,St. Louis,Lincoln County,172951,80422,29,1321,2980422
Clever,NA,0,Clever,City,Springfield,Christian County,157405,14788,29,2592,2914788
Lathrop,NA,0,Lathrop,City,Kansas City,Clinton County,167672,40826,29,2259,2940826
Sparta,NA,0,Sparta,City,Springfield,Christian County,153839,69302,29,1642,2969302
Lexington,NA,0,Lexington,City,Kansas City,Lafayette County,109040,41870,29,4558,2941870
Windsor,NA,0,Windsor,City,,Henry County,72346,80350,29,2990,2980350
Hartsburg,NA,0,Hartsburg,City,Columbia,Boone County,234158,30718,29,94,2930718
Linn,NA,0,Linn,City,Jefferson City,Osage County,154953,43238,29,1654,2943238
Carrollton,NA,0,Carrollton,City,,Carroll County,78505,11566,29,3637,2911566
Fountain N' Lakes,NA,0,Fountain N' Lakes,City,St. Louis,Lincoln County,81658,25411,29,193,2925411
Breckenridge Hills,NA,0,Breckenridge Hills,City,St. Louis,Saint Louis County,68574,08164,29,4654,2908164
Ashland,NA,0,Ashland,City,Columbia,Boone County,206121,02242,29,3905,2902242
Vandalia,NA,0,Vandalia,City,Mexico,Audrain County,62082,75688,29,4178,2975688
Steele,NA,0,Steele,City,,Pemiscot County,83156,70558,29,2188,2970558
New Haven,NA,0,New Haven,City,St. Louis,Franklin County,174773,51914,29,1952,2951914
Montgomery City,NA,0,Montgomery City,City,,Montgomery County,136817,49574,29,2685,2949574
Chaffee,NA,0,Chaffee,City,Sikeston,Scott County,101038,12988,29,2920,2912988
Louisiana,NA,0,Louisiana,City,,Pike County,73218,44174,29,3272,2944174
Granby,NA,0,Granby,City,Joplin,Newton County,92564,28108,29,2311,2928108
Glasgow Village,NA,0,Glasgow Village,City,St. Louis,Saint Louis County,40220,27226,29,4981,2927226
Fordland,NA,0,Fordland,City,Springfield,Webster County,161906,25012,29,915,2925012
Stover,NA,0,Stover,City,,Morgan County,171286,71044,29,1359,2971044
Bloomfield,NA,0,Bloomfield,City,,Stoddard County,87460,06382,29,2086,2906382
Green Park,NA,0,Green Park,City,St. Louis,Saint Louis County,181083,29324,29,2628,2929324
Dellwood,NA,0,Dellwood,City,St. Louis,Saint Louis County,65860,19018,29,4912,2919018
Bethany,NA,0,Bethany,City,,Harrison County,95472,05068,29,3065,2905068
New Bloomfield,NA,0,New Bloomfield,City,Jefferson City,Callaway County,179257,51680,29,544,2951680
Plattsburg,NA,0,Plattsburg,City,Kansas City,Clinton County,162327,58250,29,2304,2958250
Tipton,NA,0,Tipton,City,Jefferson City,Moniteau County,112681,73420,29,3369,2973420
Canton,NA,0,Canton,City,Quincy,Lewis County,110207,11134,29,2616,2911134
Macks Creek,NA,0,Macks Creek,City,,Camden County,141101,45218,29,425,2945218
Riverside,NA,0,Riverside,City,Kansas City,Platte County,266723,62156,29,3255,2962156
Noel,NA,0,Noel,City,Fayetteville-Springdale-Rogers,McDonald County,94853,52742,29,2424,2952742
Houston,NA,0,Houston,City,,Texas County,111137,33238,29,2559,2933238
Monroe City,NA,0,Monroe City,City,,Monroe County,119362,49394,29,2487,2949394
Mansfield,NA,0,Mansfield,City,,Wright County,111298,45740,29,1450,2945740
Puxico,NA,0,Puxico,City,,Stoddard County,97296,60284,29,931,2960284
Milan,NA,0,Milan,City,,Sullivan County,57210,48062,29,2670,2948062
Thayer,NA,0,Thayer,City,,Oregon County,88618,72826,29,2292,2972826
Cadet,NA,0,Cadet,City,,Washington County,116293,NA,NA,NA,NA
Sugar Creek,NA,0,Sugar Creek,City,Kansas City,Jackson County,94357,71368,29,3309,2971368
Sarcoxie,NA,0,Sarcoxie,City,Joplin,Jasper County,133444,65990,29,1343,2965990
Bernie,NA,0,Bernie,City,,Stoddard County,66660,04960,29,1957,2904960
Woodson Terrace,NA,0,Woodson Terrace,City,St. Louis,Saint Louis County,77925,80962,29,4062,2980962
Pacific,NA,0,Pacific,City,St. Louis,Franklin County,154901,55910,29,6329,2955910
Billings,NA,0,Billings,City,Springfield,Christian County,179997,05626,29,983,2905626
Crystal City,NA,0,Crystal City,City,St. Louis,Jefferson County,140669,17632,29,4752,2917632
Saint Paul,NA,0,Saint Paul,City,St. Louis,Saint Charles County,349230,NA,NA,NA,NA
Kimberling City,NA,0,Kimberling City,City,Branson,Stone County,199433,38612,29,2714,2938612
Hallsville,NA,0,Hallsville,City,Columbia,Boone County,199294,29998,29,1579,2929998
