BASENAME,YEARS,TreeCity,RegionName,RegionType,Metro,CountyName,X2020.01.31,PLACE,STATE,POPULATION,GEOID
Trenton,NA,0,Trenton,City,,Grundy County,57838,73816,29,5846,2973816
Frontenac,NA,0,Frontenac,City,St. Louis,Saint Louis County,817162,26110,29,3525,2926110
Battlefield,NA,0,Battlefield,City,Springfield,Greene County,179177,03592,29,6104,2903592
New London,NA,0,New London,City,Hannibal,Ralls County,145269,52058,29,886,2952058
Desloge,NA,0,Desloge,City,Farmington,Saint Francois County,99980,19216,29,4896,2919216
Walnut Grove,NA,0,Walnut Grove,City,Springfield,Greene County,157894,76840,29,635,2976840
Silex,NA,0,Silex,City,St. Louis,Lincoln County,228347,67808,29,62,2967808
Gainesville,NA,0,Gainesville,City,,Ozark County,138756,26218,29,685,2926218
Hartville,NA,0,Hartville,City,,Wright County,128586,30754,29,578,2930754
Montreal,NA,0,Montreal,City,,Camden County,159470,49646,29,170,2949646
Conway,NA,0,Conway,City,Lebanon,Laclede County,141245,16192,29,674,2916192
Pleasant Valley,NA,0,Pleasant Valley,City,Kansas City,Clay County,173216,58520,29,3033,2958520
Taos,NA,0,Taos,City,Jefferson City,Cole County,159996,72304,29,1310,2972304
Iberia,NA,0,Iberia,City,,Miller County,107508,34228,29,674,2934228
Hayti,NA,0,Hayti,City,,Pemiscot County,59069,31132,29,2714,2931132
Centerview,NA,0,Centerview,City,Warrensburg,Johnson County,186505,12682,29,246,2912682
Platte City,NA,0,Platte City,City,Kansas City,Platte County,252553,58178,29,4905,2958178
Kirbyville,NA,0,Kirbyville,City,Branson,Taney County,153657,39008,29,195,2939008
Alton,NA,0,Alton,City,,Oregon County,104647,00964,29,583,2900964
Diamond,NA,0,Diamond,City,Joplin,Newton County,127167,19432,29,921,2919432
Gallatin,NA,0,Gallatin,City,,Daviess County,136727,26308,29,1730,2926308
Verona,NA,0,Verona,City,,Lawrence County,146686,75886,29,481,2975886
Robertsville,NA,0,Robertsville,City,St. Louis,Franklin County,174644,NA,NA,NA,NA
Bates City,NA,0,Bates City,City,Kansas City,Lafayette County,234528,03556,29,207,2903556
Kahoka,NA,0,Kahoka,City,Fort Madison-Keokuk,Clark County,119196,37790,29,2100,2937790
Byrnes Mill,NA,0,Byrnes Mill,City,St. Louis,Jefferson County,255298,10240,29,2944,2910240
Mineral Point,NA,0,Mineral Point,City,,Washington County,96102,48710,29,365,2948710
Eldon,NA,0,Eldon,City,,Miller County,92505,21484,29,4591,2921484
Lohman,NA,0,Lohman,City,Jefferson City,Cole County,205852,43652,29,174,2943652
Auxvasse,NA,0,Auxvasse,City,Jefferson City,Callaway County,152826,02638,29,1183,2902638
Labadie,NA,0,Labadie,City,St. Louis,Franklin County,309225,NA,NA,NA,NA
Huntsville,NA,0,Huntsville,City,Moberly,Randolph County,107494,33886,29,1527,2933886
Lone Jack,NA,0,Lone Jack,City,Kansas City,Jackson County,291409,43760,29,1280,2943760
Hamilton,NA,0,Hamilton,City,Kansas City,Caldwell County,120278,30034,29,1771,2930034
Niangua,NA,0,Niangua,City,Springfield,Webster County,143225,52418,29,608,2952418
Rich Hill,NA,0,Rich Hill,City,Kansas City,Bates County,82248,61418,29,1425,2961418
Unionville,NA,0,Unionville,City,,Putnam County,91481,75166,29,1998,2975166
Goodman,NA,0,Goodman,City,Fayetteville-Springdale-Rogers,McDonald County,97412,27874,29,1441,2927874
Russellville,NA,0,Russellville,City,Jefferson City,Cole County,159406,63704,29,751,2963704
Gerald,NA,0,Gerald,City,St. Louis,Franklin County,162590,26866,29,1300,2926866
Clarkson Valley,NA,0,Clarkson Valley,City,St. Louis,Saint Louis County,636913,14176,29,2640,2914176
Elkland,NA,0,Elkland,City,Springfield,Dallas County,160557,NA,NA,NA,NA
Marceline,NA,0,Marceline,City,,Chariton County,59682,45866,29,2021,2945866
Riverview,NA,0,Riverview,City,St. Louis,Saint Louis County,34662,62192,29,2872,2962192
Kingsville,NA,0,Kingsville,City,Warrensburg,Johnson County,230715,38918,29,256,2938918
Holt,NA,0,Holt,City,Kansas City,Clay County,253437,32752,29,395,2932752
Highlandville,NA,0,Highlandville,City,Springfield,Christian County,191300,32068,29,1044,2932068
Old Monroe,NA,0,Old Monroe,City,St. Louis,Lincoln County,213900,54416,29,227,2954416
Ellington,NA,0,Ellington,City,,Reynolds County,117482,21844,29,1230,2921844
Brooklyn Heights,NA,0,Brooklyn Heights,City,Joplin,Jasper County,80996,08776,29,105,2908776
Salisbury,NA,0,Salisbury,City,,Chariton County,120243,65450,29,1907,2965450
Catawissa,NA,0,Catawissa,City,St. Louis,Franklin County,180427,NA,NA,NA,NA
Adrian,NA,0,Adrian,City,Kansas City,Bates County,129510,00244,29,1793,2900244
Barnett,NA,0,Barnett,City,,Morgan County,154035,03376,29,249,2903376
Tebbetts,NA,0,Tebbetts,City,Jefferson City,Callaway County,173355,NA,NA,NA,NA
Albany,NA,0,Albany,City,,Gentry County,78467,00514,29,2106,2900514
Belle,NA,0,Belle,City,,Maries County,127177,04150,29,1458,2904150
Slater,NA,0,Slater,City,Marshall,Saline County,67838,68204,29,2061,2968204
Marquand,NA,0,Marquand,City,,Madison County,125124,46244,29,316,2946244
Diehlstadt,NA,0,Diehlstadt,City,Sikeston,Scott County,63605,19486,29,188,2919486
Blodgett,NA,0,Blodgett,City,Sikeston,Scott County,96329,06346,29,192,2906346
Winona,NA,0,Winona,City,,Shannon County,83986,80512,29,1395,2980512
Climax Springs,NA,0,Climax Springs,City,,Camden County,204505,14914,29,220,2914914
Odessa,NA,0,Odessa,City,Kansas City,Lafayette County,147524,54038,29,5189,2954038
Norwood,NA,0,Norwood,City,,Wright County,128879,53454,29,900,2953454
Ellsinore,NA,0,Ellsinore,City,,Carter County,143409,21916,29,498,2921916
Shelbina,NA,0,Shelbina,City,,Shelby County,85904,67178,29,1530,2967178
Crocker,NA,0,Crocker,City,Fort Leonard Wood,Pulaski County,117946,17344,29,1152,2917344
Gower,NA,0,Gower,City,Kansas City,Clinton County,180308,28036,29,1554,2928036
Campbell,NA,0,Campbell,City,Kennett,Dunklin County,68007,10864,29,2165,2910864
Grand Falls Plaza,NA,0,Grand Falls Plaza,City,Joplin,Newton County,143575,28170,29,118,2928170
Maysville,NA,0,Maysville,City,St. Joseph,DeKalb County,145659,46946,29,1151,2946946
Drexel,NA,0,Drexel,City,Kansas City,Cass County,174385,20134,29,806,2920134
Weston,NA,0,Weston,City,Kansas City,Platte County,210835,78856,29,1675,2978856
Whiteman AFB,NA,0,Whiteman AFB,City,Warrensburg,Johnson County,284628,79432,29,4093,2979432
Leslie,NA,0,Leslie,City,St. Louis,Franklin County,186332,41690,29,123,2941690
Madison,NA,0,Madison,City,,Monroe County,121982,45470,29,663,2945470
Vienna,NA,0,Vienna,City,,Maries County,147880,76102,29,678,2976102
Linn Creek,NA,0,Linn Creek,City,,Camden County,209195,43274,29,302,2943274
Rocheport,NA,0,Rocheport,City,Columbia,Boone County,260463,62498,29,260,2962498
Polo,NA,0,Polo,City,Kansas City,Caldwell County,169378,58916,29,551,2958916
Mount Vernon,NA,0,Mount Vernon,City,,Lawrence County,95247,50672,29,4493,2950672
Summersville,NA,0,Summersville,City,,Texas County,120267,71512,29,541,2971512
Bland,NA,0,Bland,City,,Gasconade County,135830,06256,29,505,2906256
Archie,NA,0,Archie,City,Kansas City,Cass County,175451,01702,29,1327,2901702
Lonedell,NA,0,Lonedell,City,St. Louis,Franklin County,161485,NA,NA,NA,NA
Miller,NA,0,Miller,City,,Lawrence County,114213,48242,29,756,2948242
Birch Tree,NA,0,Birch Tree,City,,Shannon County,88375,05734,29,705,2905734
Van Buren,NA,0,Van Buren,City,,Carter County,114275,75580,29,1080,2975580
Glasgow,NA,0,Glasgow,City,,Howard County,110329,27208,29,1163,2927208
Lincoln,NA,0,Lincoln,City,,Benton County,106342,42608,29,926,2942608
Foley,NA,0,Foley,City,St. Louis,Lincoln County,170749,24886,29,122,2924886
Senath,NA,0,Senath,City,Kennett,Dunklin County,68878,66638,29,1847,2966638
Smithton,NA,0,Smithton,City,Sedalia,Pettis County,100153,68384,29,517,2968384
Liberal,NA,0,Liberal,City,,Barton County,92541,41906,29,644,2941906
La Monte,NA,0,La Monte,City,Sedalia,Pettis County,81341,40520,29,1380,2940520
Laquey,NA,0,Laquey,City,Fort Leonard Wood,Pulaski County,155252,NA,NA,NA,NA
Moline Acres,NA,0,Moline Acres,City,St. Louis,Saint Louis County,61463,49088,29,2355,2949088
Plato,NA,0,Plato,City,,Texas County,156591,58088,29,77,2958088
Stewartsville,NA,0,Stewartsville,City,St. Joseph,DeKalb County,167528,70738,29,697,2970738
Cole Camp,NA,0,Cole Camp,City,,Benton County,105372,15436,29,1168,2915436
Castle Point,NA,0,Castle Point,City,St. Louis,Saint Louis County,42530,11908,29,2593,2911908
Buckner,NA,0,Buckner,City,Kansas City,Jackson County,138936,09424,29,3058,2909424
Beaufort,NA,0,Beaufort,City,St. Louis,Franklin County,216217,NA,NA,NA,NA
Annapolis,NA,0,Annapolis,City,,Iron County,102769,01270,29,420,2901270
Blue Eye,NA,0,Blue Eye,City,Branson,Stone County,239662,06526,29,280,2906526
Seligman,NA,0,Seligman,City,,Barry County,111654,66530,29,862,2966530
Butler,NA,0,Butler,City,Kansas City,Bates County,88913,10054,29,4164,2910054
Irondale,NA,0,Irondale,City,,Washington County,98691,35396,29,416,2935396
Dennis Acres,NA,0,Dennis Acres,City,Joplin,Newton County,86322,19090,29,41,2919090
Tarkio,NA,0,Tarkio,City,,Atchison County,65818,72340,29,1509,2972340
Bloomsdale,NA,0,Bloomsdale,City,,Sainte Genevieve County,158523,06454,29,772,2906454
Neck City,NA,0,Neck City,City,Joplin,Jasper County,65129,51356,29,174,2951356
Washburn,NA,0,Washburn,City,,Barry County,133390,77200,29,491,2977200
Eldridge,NA,0,Eldridge,City,Lebanon,Laclede County,140361,NA,NA,NA,NA
Tuscumbia,NA,0,Tuscumbia,City,,Miller County,119487,74194,29,183,2974194
Broseley,NA,0,Broseley,City,Poplar Bluff,Butler County,95316,NA,NA,NA,NA
Sweet Springs,NA,0,Sweet Springs,City,Marshall,Saline County,104908,71890,29,1572,2971890
Centertown,NA,0,Centertown,City,Jefferson City,Cole County,174018,12664,29,319,2912664
Cape Fair,NA,0,Cape Fair,City,Branson,Stone County,165910,NA,NA,NA,NA
Lockwood,NA,0,Lockwood,City,,Dade County,88987,43490,29,1154,2943490
Brumley,NA,0,Brumley,City,,Miller County,103534,08974,29,95,2908974
Appleton City,NA,0,Appleton City,City,,Saint Clair County,95283,01522,29,1240,2901522
Holden,NA,0,Holden,City,Warrensburg,Johnson County,93876,32572,29,2453,2932572
Millersville,NA,0,Millersville,City,Cape Girardeau,Cape Girardeau County,179620,NA,NA,NA,NA
Green Ridge,NA,0,Green Ridge,City,Sedalia,Pettis County,101296,29332,29,452,2929332
Portageville,NA,0,Portageville,City,,New Madrid County,83749,59186,29,3074,2959186
Crystal Lake Park,NA,0,Crystal Lake Park,City,St. Louis,Saint Louis County,387814,17650,29,430,2917650
Pomona,NA,0,Pomona,City,West Plains,Howell County,146418,58934,29,349,2958934
Braymer,NA,0,Braymer,City,Kansas City,Caldwell County,85222,08038,29,686,2908038
Harrisburg,NA,0,Harrisburg,City,Columbia,Boone County,222310,30484,29,329,2930484
Freeburg,NA,0,Freeburg,City,Jefferson City,Osage County,192023,25822,29,498,2925822
Bois D Arc,NA,0,Bois D Arc,City,Springfield,Greene County,197869,NA,NA,NA,NA
Lampe,NA,0,Lampe,City,Branson,Stone County,181936,NA,NA,NA,NA
Oak Ridge,NA,0,Oak Ridge,City,Cape Girardeau,Cape Girardeau County,190005,53786,29,228,2953786
Wright City,NA,0,Wright City,City,St. Louis,Warren County,168181,81124,29,3593,2981124
Flemington,NA,0,Flemington,City,,Hickory County,107320,24580,29,74,2924580
Neelyville,NA,0,Neelyville,City,Poplar Bluff,Butler County,73286,51446,29,354,2951446
Elmira,NA,0,Elmira,City,Kansas City,Ray County,74507,22006,29,29,2922006
Purdy,NA,0,Purdy,City,,Barry County,91062,60176,29,1338,2960176
Pilot Grove,NA,0,Pilot Grove,City,,Cooper County,150726,57602,29,650,2957602
Lamar,NA,0,Lamar,City,,Barton County,79009,40376,29,4329,2940376
New Franklin,NA,0,New Franklin,City,,Howard County,117287,51824,29,1105,2951824
Urbana,NA,0,Urbana,City,Springfield,Dallas County,125417,75310,29,336,2975310
Hawk Point,NA,0,Hawk Point,City,St. Louis,Lincoln County,195563,31024,29,809,2931024
Wellsville,NA,0,Wellsville,City,,Montgomery County,136591,78406,29,1157,2978406
Cool Valley,NA,0,Cool Valley,City,St. Louis,Saint Louis County,70223,16228,29,1164,2916228
Bucyrus,NA,0,Bucyrus,City,,Texas County,138924,NA,NA,NA,NA
Rayville,NA,0,Rayville,City,Kansas City,Ray County,185613,60824,29,135,2960824
Essex,NA,0,Essex,City,,Stoddard County,65442,22600,29,526,2922600
Fairfax,NA,0,Fairfax,City,,Atchison County,65472,23266,29,609,2923266
Raymondville,NA,0,Raymondville,City,,Texas County,122439,60734,29,496,2960734
Everton,NA,0,Everton,City,,Dade County,129132,22996,29,359,2922996
Leasburg,NA,0,Leasburg,City,,Crawford County,132642,41114,29,389,2941114
East Prairie,NA,0,East Prairie,City,,Mississippi County,52777,21052,29,3096,2921052
Kelso,NA,0,Kelso,City,Sikeston,Scott County,119331,38216,29,568,2938216
Bertrand,NA,0,Bertrand,City,,Mississippi County,78667,04996,29,827,2904996
Henley,NA,0,Henley,City,Jefferson City,Cole County,183573,NA,NA,NA,NA
Clyde,NA,0,Clyde,City,Maryville,Nodaway County,82807,15130,29,72,2915130
Conception,NA,0,Conception,City,Maryville,Nodaway County,94177,15886,29,302,2915886
Crystal Lakes,NA,0,Crystal Lakes,City,Kansas City,Ray County,103094,17660,29,335,2917660
Homestead Village,NA,0,Homestead Village,City,Kansas City,Ray County,159022,NA,NA,NA,NA
Shelbyville,NA,0,Shelbyville,City,,Shelby County,101188,67196,29,489,2967196
Hurley,NA,0,Hurley,City,Branson,Stone County,84642,33922,29,237,2933922
Humansville,NA,0,Humansville,City,Springfield,Polk County,74134,33706,29,1026,2933706
Qulin,NA,0,Qulin,City,Poplar Bluff,Butler County,80468,60428,29,554,2960428
Bunker,NA,0,Bunker,City,,Reynolds County,105272,09694,29,347,2909694
Oakland,NA,0,Oakland,City,St. Louis,Saint Louis County,345795,53750,29,1558,2953750
Charleston,NA,0,Charleston,City,,Mississippi County,59760,13366,29,5704,2913366
Taneyville,NA,0,Taneyville,City,Branson,Taney County,117861,72232,29,288,2972232
Frohna,NA,0,Frohna,City,,Perry County,153427,26092,29,235,2926092
Leeton,NA,0,Leeton,City,Warrensburg,Johnson County,123907,41402,29,570,2941402
Matthews,NA,0,Matthews,City,,New Madrid County,94130,46730,29,726,2946730
Saint Mary,NA,0,Saint Mary,City,,Sainte Genevieve County,117932,NA,NA,NA,NA
Marionville,NA,0,Marionville,City,,Lawrence County,84946,46172,29,2350,2946172
Koshkonong,NA,0,Koshkonong,City,,Oregon County,133816,39440,29,206,2939440
Edwards,NA,0,Edwards,City,,Camden County,153961,NA,NA,NA,NA
Pleasant Hope,NA,0,Pleasant Hope,City,Springfield,Polk County,150646,58448,29,684,2958448
Foster,NA,0,Foster,City,Kansas City,Bates County,68952,25372,29,184,2925372
Hume,NA,0,Hume,City,Kansas City,Bates County,80712,33724,29,397,2933724
Sunrise Beach,NA,0,Sunrise Beach,City,,Camden County,262034,71728,29,363,2971728
Fisk,NA,0,Fisk,City,Poplar Bluff,Butler County,79402,24328,29,413,2924328
Duquesne,NA,0,Duquesne,City,Joplin,Jasper County,150673,20512,29,1839,2920512
Roach,NA,0,Roach,City,,Camden County,220255,NA,NA,NA,NA
Meta,NA,0,Meta,City,Jefferson City,Osage County,161237,47594,29,196,2947594
Village of Four Seasons,NA,0,Village of Four Seasons,City,,Camden County,360940,76157,29,2122,2976157
Eminence,NA,0,Eminence,City,,Shannon County,96138,22276,29,666,2922276
New Florence,NA,0,New Florence,City,,Montgomery County,111689,51770,29,739,2951770
La Grange,NA,0,La Grange,City,Quincy,Lewis County,104509,39764,29,958,2939764
Cedar Hill Lakes,NA,0,Cedar Hill Lakes,City,St. Louis,Jefferson County,113877,12376,29,258,2912376
Oregon,NA,0,Oregon,City,,Holt County,55644,54848,29,997,2954848
Eugene,NA,0,Eugene,City,,Miller County,161802,22798,29,269,2922798
Biehle,NA,0,Biehle,City,,Perry County,109881,05320,29,32,2905320
Higbee,NA,0,Higbee,City,Moberly,Randolph County,105832,31924,29,541,2931924
Phillipsburg,NA,0,Phillipsburg,City,Lebanon,Laclede County,138309,57368,29,164,2957368
Williamsville,NA,0,Williamsville,City,,Wayne County,151528,80026,29,403,2980026
Edgar Springs,NA,0,Edgar Springs,City,Rolla,Phelps County,117172,21214,29,194,2921214
Perry,NA,0,Perry,City,Hannibal,Ralls County,106532,57080,29,690,2957080
Bowling Green,NA,0,Bowling Green,City,,Pike County,89222,07660,29,5501,2907660
Amazonia,NA,0,Amazonia,City,St. Joseph,Andrew County,156015,01018,29,317,2901018
Wappapello,NA,0,Wappapello,City,,Wayne County,99429,NA,NA,NA,NA
Belgrade,NA,0,Belgrade,City,,Washington County,112449,NA,NA,NA,NA
Country Club,NA,0,Country Club,City,St. Joseph,Andrew County,161850,16802,29,2810,2916802
Rocky Mount,NA,0,Rocky Mount,City,,Morgan County,193309,NA,NA,NA,NA
Arcadia,NA,0,Arcadia,City,,Iron County,113431,01648,29,653,2901648
Montrose,NA,0,Montrose,City,,Henry County,146950,49664,29,328,2949664
Rhineland,NA,0,Rhineland,City,,Montgomery County,177214,61328,29,125,2961328
Fairview,NA,0,Fairview,City,Joplin,Newton County,117608,23518,29,471,2923518
Penermon,NA,0,Penermon,City,,Stoddard County,34126,56900,29,87,2956900
Collins,NA,0,Collins,City,,Saint Clair County,131948,15562,29,178,2915562
Piney Park,NA,0,Piney Park,City,St. Louis,Franklin County,113518,NA,NA,NA,NA
Rothville,NA,0,Rothville,City,,Chariton County,127421,63236,29,73,2963236
Davisville,NA,0,Davisville,City,,Crawford County,116053,NA,NA,NA,NA
Cedar Hill,NA,0,Cedar Hill,City,St. Louis,Jefferson County,178949,12358,29,1751,2912358
Saint George,NA,0,Saint George,City,St. Louis,Saint Louis County,153145,NA,NA,NA,NA
Jonesburg,NA,0,Jonesburg,City,,Montgomery County,149198,37574,29,704,2937574
Faucett,NA,0,Faucett,City,St. Joseph,Buchanan County,231796,NA,NA,NA,NA
Sedgewickville,NA,0,Sedgewickville,City,Cape Girardeau,Bollinger County,79883,66476,29,161,2966476
Rosebud,NA,0,Rosebud,City,,Gasconade County,175835,63110,29,573,2963110
Cassville,NA,0,Cassville,City,,Barry County,107408,11890,29,3289,2911890
New Madrid,NA,0,New Madrid,City,,New Madrid County,99598,52076,29,2945,2952076
Agency,NA,0,Agency,City,St. Joseph,Buchanan County,225244,00298,29,866,2900298
Foristell,NA,0,Foristell,City,St. Louis,Saint Charles County,298426,25120,29,639,2925120
Easton,NA,0,Easton,City,St. Joseph,Buchanan County,187765,21034,29,266,2921034
Aullville,NA,0,Aullville,City,Kansas City,Lafayette County,79962,02530,29,106,2902530
Houstonia,NA,0,Houstonia,City,Sedalia,Pettis County,69461,33256,29,134,2933256
Waverly,NA,0,Waverly,City,Kansas City,Lafayette County,94493,77866,29,942,2977866
Greencastle,NA,0,Greencastle,City,Kirksville,Adair County,80687,29116,29,175,2929116
Orrick,NA,0,Orrick,City,Kansas City,Ray County,73571,54938,29,689,2954938
Camden,NA,0,Camden,City,Kansas City,Ray County,45239,10738,29,296,2910738
Stella,NA,0,Stella,City,Fayetteville-Springdale-Rogers,McDonald County,138969,70648,29,161,2970648
Middletown,NA,0,Middletown,City,,Montgomery County,195252,47900,29,267,2947900
Norborne,NA,0,Norborne,City,,Carroll County,79405,52760,29,830,2952760
Bixby,NA,0,Bixby,City,,Iron County,89493,NA,NA,NA,NA
Spickard,NA,0,Spickard,City,,Grundy County,89584,69464,29,295,2969464
Princeton,NA,0,Princeton,City,,Mercer County,49793,59942,29,1083,2959942
East Lynne,NA,0,East Lynne,City,Kansas City,Cass County,116630,20980,29,220,2920980
Gunn City,NA,0,Gunn City,City,Kansas City,Cass County,93320,29764,29,122,2929764
Hardin,NA,0,Hardin,City,Kansas City,Ray County,76676,30322,29,622,2930322
South Gifford,NA,0,South Gifford,City,,Macon County,42237,68852,29,53,2968852
Lewistown,NA,0,Lewistown,City,Quincy,Lewis County,122121,41852,29,685,2941852
Sheldon,NA,0,Sheldon,City,,Vernon County,75084,67214,29,427,2967214
Frankford,NA,0,Frankford,City,,Pike County,138354,25552,29,404,2925552
Coney Island,NA,0,Coney Island,City,Branson,Stone County,169731,16115,29,77,2916115
Morley,NA,0,Morley,City,Sikeston,Scott County,77180,49988,29,726,2949988
Osceola,NA,0,Osceola,City,,Saint Clair County,66139,55388,29,1025,2955388
Velda Village,NA,0,Velda Village,City,St. Louis,Saint Louis County,29889,NA,NA,NA,NA
Morrisville,NA,0,Morrisville,City,Springfield,Polk County,165355,50078,29,419,2950078
Chilhowee,NA,0,Chilhowee,City,Warrensburg,Johnson County,138552,13654,29,397,2913654
Reeds,NA,0,Reeds,City,Joplin,Jasper County,136281,61094,29,89,2961094
Wayland,NA,0,Wayland,City,Fort Madison-Keokuk,Clark County,175011,77920,29,646,2977920
Golden City,NA,0,Golden City,City,,Barton County,76500,27676,29,671,2927676
Rock Port,NA,0,Rock Port,City,,Atchison County,101800,62696,29,1452,2962696
Lowry City,NA,0,Lowry City,City,,Saint Clair County,88892,44282,29,710,2944282
Laddonia,NA,0,Laddonia,City,Mexico,Audrain County,89469,39602,29,577,2939602
Weatherby Lake,NA,0,Weatherby Lake,City,Kansas City,Platte County,372454,78046,29,1967,2978046
Halltown,NA,0,Halltown,City,,Lawrence County,75978,30016,29,165,2930016
Lucerne,NA,0,Lucerne,City,,Putnam County,63410,44372,29,80,2944372
Bunceton,NA,0,Bunceton,City,,Cooper County,146141,09658,29,333,2909658
Freistatt,NA,0,Freistatt,City,,Lawrence County,82964,25912,29,181,2925912
Atlanta,NA,0,Atlanta,City,,Macon County,101206,02422,29,594,2902422
Claycomo,NA,0,Claycomo,City,Kansas City,Clay County,144094,14554,29,1419,2914554
French Village,NA,0,French Village,City,Farmington,Saint Francois County,90465,NA,NA,NA,NA
Flint Hill,NA,0,Flint Hill,City,St. Louis,Saint Charles County,402853,24688,29,564,2924688
Ridgely,NA,0,Ridgely,City,Kansas City,Platte County,187879,61886,29,66,2961886
Edgerton,NA,0,Edgerton,City,Kansas City,Platte County,136926,21250,29,517,2921250
Bevier,NA,0,Bevier,City,,Macon County,80652,05266,29,696,2905266
Trimble,NA,0,Trimble,City,Kansas City,Clinton County,226578,73852,29,660,2973852
Pattonsburg,NA,0,Pattonsburg,City,,Daviess County,147621,56558,29,354,2956558
Dudley,NA,0,Dudley,City,,Stoddard County,94950,20296,29,218,2920296
Jamestown,NA,0,Jamestown,City,Jefferson City,Moniteau County,98767,36368,29,462,2936368
Cardwell,NA,0,Cardwell,City,Kennett,Dunklin County,47017,11350,29,701,2911350
Cairo,NA,0,Cairo,City,Moberly,Randolph County,140876,10360,29,330,2910360
Chadwick,NA,0,Chadwick,City,Springfield,Christian County,162261,NA,NA,NA,NA
Callao,NA,0,Callao,City,,Macon County,103570,10486,29,337,2910486
Schell City,NA,0,Schell City,City,,Vernon County,124964,66134,29,273,2966134
Mount Moriah,NA,0,Mount Moriah,City,,Harrison County,73934,50528,29,75,2950528
Arkoe,NA,0,Arkoe,City,Maryville,Nodaway County,76307,01864,29,44,2901864
Hale,NA,0,Hale,City,,Carroll County,121535,29908,29,433,2929908
Green City,NA,0,Green City,City,,Sullivan County,57003,29134,29,550,2929134
Lilbourn,NA,0,Lilbourn,City,,New Madrid County,57565,42536,29,1165,2942536
Westphalia,NA,0,Westphalia,City,Jefferson City,Osage County,184848,78910,29,393,2978910
